tweet_id,text,location
ID_783651454569459712,"Hurricane Matthew: Thousands displaced in Haiti and it could be worse, since communication with Les Cayes cut off.",Haiti Les Cayes
ID_783653261576433664,Haiti needs your help! Please call and donate now in aftermath of Hurricane Matthew. 100% goes to Haitian,Haiti
ID_783653279221817344,"Please help pregnant mothers in the area, donate at #HurricaneMatthew #haiti @mimsi_org",haiti
ID_783653485162205184,"Mayor Regalado: starting tomorrow, all fire stations in City of Miami will be open for donations to help Haiti after hurricane. @nbc6",Haiti Miami
ID_783655687712747520,ShelterBox is sending a response team to assess the damage done to Southern Haiti following #HurricaneMatthew:,Haiti
ID_783656009285849088,"Hurricane Matthew leaves thousands flooded, 5 dead in Haiti: Five people have been confirmed dead and 10 inju",Haiti
ID_783659627166564352,Help us impact those affected by Hurricane Matthew in Haiti. Donate to get more than 1 million meals shipped ASAP.,Haiti
ID_783660036157341696,Hurricane Watch and Warning Issued in Florida as Matthew Pummels Haiti,Florida Haiti
ID_783660292328665088,RT @JamaicaObserver: Haiti crisis Hurricane Matthew damage said the worst since 2010 earthquake Read more in todays,Haiti
ID_783660734244724736,"Hurricane Matthew became a Cat5 when it hit Haiti? ;; jesus christ. Theres already a death toll. There hasnt been a Cat5 since.. what, 2007?",Haiti
ID_783662116825956352,#HurricaneMatthew is pounding Haiti and our vetted partners are ready to respond. Give today and help save lives.,Haiti
ID_783662273298653184,RT @nbcchicago: Florida braces as Hurricane Matthew death toll rises to 11,Florida
ID_783662608981364736,Not sure how to help poorest victims of Hurricane Matthew? From US Embassy in Haiti --,Haiti
ID_783662734118363136,"Hurricane Matthew leaves thousands flooded, 5 dead in Haiti #News #Miami",Haiti Miami
ID_783663183311540224,We are pleased to hear this morning that all of our CFC missionaries in Haiti have weathered Hurricane Matthew well with little damage!,Haiti
ID_783664144931250176,Update on Hurricane Matthew in Haiti: We are working to gather information now on the impact and damage done at,Haiti
ID_783665436311318528,RT @maduro_en: RT @correoorinoco: #Venezuela will send humanitarian aid to #Haiti after the ravages of Hurricane Mathew. [],Haiti Venezuela
ID_783666302690799616,"Hurricane Matthew Tracker: Projected Path Latest Map as Possible Deaths in Haiti, Jamaica; US East Coast",Haiti Jamaica US
ID_783667249798221824,Update: Hurricane Matthew has crossed Haiti and we do know there has been damage. Although we have not heard from,Haiti
ID_783667716452290560,RT @Yvens_R: The government of Haiti has requested U.S. aid as the slow-moving Hurricane Matthew,Haiti U.S.
ID_783671040987701248,"As I see it: Facebook Live chat, 2.30PM, Jamaica time. Prepared for what? Looking back on Hurricane Matthew; thoughts on damage to Haiti",Haiti Jamaica
ID_783671413043449856,"10,000+ people are in shelters and reports of overcrowded hospitals and shortages of clean water. #hurricane #Haiti",Haiti
ID_783671805521244160,"Hurricane Matthew caused major damage in the regions of Les Cayes and Grand-duc-Cavailon, Haiti. You can help:",Grand-duc-Cavailon Haiti Les Cayes
ID_783671966813265920,Hillary has asked for all funds raised to help hurricane victims in Haiti to be sent directly to her. To cut out the middle man,Haiti
ID_783672610445864960,Haiti: Lutheran World Relief Responds to Immediate Needs of Haitians Affected by Hurricane Matthew #Haiti,Haiti
ID_783673281350164480,"Emergency response teams deployed to Haiti after Hurricane Matthew hits, at least 11 deaths blamed on weather",Haiti
ID_783674804607995904,DTN USA: Haiti Slammed by Deadly Hurricane Matthew: Homes were destroyed as deadly hurricane winds of up to 1,Haiti USA
ID_783675643112415232,Hurricane Matthew moves into Bahamas after it inflicted heavy damage on southwest Haiti.,Bahamas Haiti
ID_783675792349724672,"Hurricane Matthew moves into Bahamas after battering Haiti: PORT-AU-PRINCE, Haiti (AP) — Rescue workers in Ha",Bahamas Haiti
ID_783676660608602112,.@lacaymca reports Haiti #YMCA volunteers & staff safe after hurricane Matthew. Minor facility damage. @YMCA_Canada,Haiti
ID_783677435581640704,MATTHEW: Clearwater nonprofit sends hurricane relief donations to Haiti: A Clearwater nonprofit is doing what it,Haiti
ID_783678044594638848,"RT @B911Weather: US Agency for International Development says it is providing $400,000 in aid to Haiti and Jamaica for Hurricane Matthew -",Haiti Jamaica US
ID_783678719353163776,"ABC NEWS - Hurricane Matthew Leaves Devastation, Destruction in Haiti: #PaginaNuova #TV",Haiti
ID_783680195026939904,Please Help @CleantheWorld Get Soap to Hurricane Victims in Haiti,Haiti
ID_783680744841318400,RT @bbb2day: Your #BBB shares tip to avoid Haiti hurricane relief donation scams:,Haiti
ID_783681598587826176,Looks like #Matthew is rebuilding inner core after some terrain interaction in Haiti and Cuba. Warm waters await.,Cuba Haiti
ID_783683276271677440,Hurricane Matthew roared through Haiti leaving 5 dead and a trail of destruction. Please continue your prayers. #PrayforHaiti,Haiti
ID_783683568149016576,Hurricane Matthew kills at least 11 in Haiti: Jamaica may have been spared Hurricane Matthew’s wrath but thei,Haiti Jamaica
ID_783683668204064768,"The official death toll and scope of infrastructure damage is still unknown, crippling the poorest country in the western hemisphere.",
ID_783683831161360384,Simple acknowledgement of the deforestation and how that makes hurricane damage worse would have sufficed.,
ID_783684015052189696,"RT @EvaRubin_: after seeing how destroyed Haiti is after this hurricane, how can you be excited for one? lmao",Haiti
ID_783684088582508544,The latest on Hurricane Mathew .How much damage did it cause in Haiti? Crystal Penney of World Vision Canada is live at 8:20 #cfax,Canada Haiti
ID_783684159084560384,News8: Hurricane Matthew: San Diego relief workers on their way to Haiti,Haiti San Diego
ID_783684749797629952,Clinton Foundation to the rescue!!! Right? Uh no,
ID_783685025816416256,LMPE Hurricane Matthew moves into Bahamas after battering Haiti: At least 11 deaths had been blamed on Hurric,Bahamas Haiti
ID_783686102200770560,RT @yasminelisette: Seeing all these photos of the damage this hurricane has done breaks my heart. God bless all the people in Jamaica and,Jamaica
ID_783686190297935872,Might be going to Haiti for a month for hurricane relief,Haiti
ID_783686200779472896,RT @GrassrootsIntl: Support Haitian-led recovery efforts to #HurricaneMatthew. Donate now: #Haiti #HaitiMatthew htt,Haiti
ID_783686565859950592,Death toll from Hurricane Matthew hits 11 as storm batters Haiti,Haiti
ID_783689101354467328,"Most powerful #Caribbean #hurricane in a decade left thousands of people displaced in #Haiti (BBC,",Haiti
ID_783689613386756096,"Hurricane Matthew has devastated Haiti. Support the @COHaitiProject, and join me in donating to the relief effort:",Haiti
ID_783690110051098624,#HurricaneMatthew moves into #Bahamas after battering #Haiti #Hurricane #Cuba #Atlantic #Florida #Evacuation #floods,Bahamas Cuba Florida Haiti
ID_783690116082626560,#HurricaneMatthews scope of destruction is not yet clear. #Haiti Government still assessing the damage,Haiti
ID_783690463832268800,Lets all get together to help #Haiti after #HurricaneMatthew. @PIH is on the front lines. Donate here:,Haiti
ID_783690655381938176,#Matthew #Haiti There will be real hunger in the weeks ahead. Pls donate now! #neighbors,Haiti
ID_783691232157499392,EMERGENCY AID NEED: Powerful Hurricane Matthew has made landfall on impoverished Haiti. Send aid now:,Haiti
ID_783691309135507456,Donate items to Ja Red Cross for hurricane relief to Haiti. Act. Now. @WEChangeJA @WMWJamaica @pathopeyp @GKCares @JMMBGROUP @ncbja,Haiti
ID_783693541365075968,"RT @redlatinastl: Hurricane #Matthew kills 2 children in Dominican Republic, causes mudslides in Haiti",Dominican Republic Haiti
ID_783694018769096704,RT @MichaelJBroyles: #MAF #Haiti prepping for a survey flight to assess the damage from Hurricane Matthew. #iflymaf,Haiti
ID_783696078487056384,"Florida too, 11 people dead..",Florida
ID_783696221672181760,"Hurricane Matthew kills 10 across Caribbean; 2,700 Haitian families affected, agency says:",
ID_783696904030912512,Hundreds of pounds worth of damage as well as the human cost.,
ID_783697831521554432,OXFAM: The link to donate is at the bottom. Hope youll do the same. via @OxfamAmerica,
ID_783698433030754304,Friend who runs Feeding Children Everywhere rallying support after Hurricane Matthew damage in Haiti. #helphaiti,Haiti
ID_783698648718831616,Collecting donations in order to support Haiti during Hurricane Matthew. Call 516-599-2972 for more information. #HurricaneMatthew #Relief,Haiti
ID_783698824476884992,"HAITIS RELIEF EFFORT. In the wake of Hurricane Matthew, these Marines with @24thMEU are deploying to Haiti, today",Haiti
ID_783699157135437824,"Hurricane Matthew update, Severe damage in Haiti",Haiti
ID_783699222402957312,"REPORTS: Hurricane Matthew kills at least 10 while battering Haiti, Cuba and Bahamas",Bahamas Cuba Haiti
ID_783699606614007808,Hurricane Matthew: 5 people dead in Haiti; US evacuations continue #USA,Haiti US USA
ID_783700206747516928,This is why im supporting @ShelterBox PLEASE donate #Haiti #fundraising #HurricaneMatthew #Shelter #runningwales,Haiti
ID_783700230499733504,Our volunteers are gearing up to travel to Haiti to bring supplies and help with the drastic impact Hurricane,Haiti
ID_783701010287988736,In efforts to aid the people in Haiti after Hurricane Matthew we will be holding a collection drive Thanks in advance,Haiti
ID_783701039077818368,RT @aspiesmom: #JUSTsayNO!>@billclinton Donate to trusted faithbased Haiti charities instead>#HAITImatthew /,Haiti
ID_783701188650819584,RT @TimesofSanDiego: San Diego-based charity is airlifting $7M in medical supplies to hurricane-ravaged Haiti: http,San Diego
ID_783702321444360192,Brave CARE staf are cut off with thousands of evacuees in the southern part of Haiti after Hurricane Matthew,Haiti
ID_783703039320305664,South Carolina coastal residents will be asked to evacuate starting tomorrow #J2150N,South Carolina
ID_783703050364092416,CrowdRise: Donate to support Haitian EMTs,
ID_783703316572229632,RT @Flood_List: Hurricane Matthew Causes Deaths in Haiti and Dominican Republic @Flood_List,Dominican Republic Haiti
ID_783703950075662336,"RT @AndreaButera: #Hurricane #Matthew killed 5 people and injured at least 10 others in Haiti, the countrys Civil Protection Service said.",Haiti
ID_783704030149169152,"Obama says Haiti needs aid bc of Hurricane. Hillary owes Haiti MILLIONS$ she collected for the earthquake. Ask her about it, Barry.",Haiti
ID_783705709523316736,Please consider donating or starting your own fundraising campaign thru @imME_org to help people in Haiti!,Haiti
ID_783705926943576064,Jamaica looks to offer Haiti help after Hurricane Matthew. Two deaths have already been attributed to the storm,Haiti Jamaica
ID_783706418314678272,"After battering Haiti, Hurricane Matthew hits the Bahamas Chicago Tribune Rescue workers in",Bahamas Chicago Haiti
ID_783706831533305856,How you can help Haiti recover from #Hurricane Matthew -Mashable #aid #donate #socialgood #howtohelp,Haiti
ID_783707715533213696,@Aly_Raisman Could you help us raise funds for orgs on the ground in Haiti right now with an RT?,Haiti
ID_783707956131004416,How you can help Haiti recover from Hurricane Matthew: Hurricane Matthew — .. via #Knowledge,Haiti
ID_783708132149035008,"HURRICANE MATTHEW: Hits Haiti, Headed to Cuba: Although only two deaths were initially reported in Haiti, the",Cuba Haiti
ID_783708305126555648,"The Methodist Church has launched a #Haiti Hurricane Appeal. Please donate, and please RT. Thank you.",Haiti
ID_783709228187910144,RT @caribtelNY: ἲAMany #casualties in #Haiti from #HurricaneMatthew! ἰA Death toll is estimated at least 38.,Haiti
ID_783709468500561920,RT @bbb_give: Hurricane Matthew devastates Haiti and heads for the U.S. coast. BBB WGA offers tips on how and what to donate. /,Haiti U.S.
ID_783709868075065344,We received information from Haiti that Hinche and our compound sustained minimal impact from the hurricane. We,Haiti
ID_783711464485969920,We are packing hygiene kits for Haiti this Saturday morning to help after Hurricane Matthew. Sign up here,Haiti
ID_783711618756546560,Hurricane Matthew Pummels Haiti and Moves Toward U.S. Donate funds thru .,Haiti U.S.
ID_783712284870926336,RT @piratefm: Cornwalls @ShelterBox is sending aid to Haiti after massive hurricane:,Haiti
ID_783713208020324352,Venezuela to send humanitarian aid to hurricane-ravaged Haiti #NoTextAndDrive,Haiti Venezuela
ID_783713982964178944,USA Today World: Death toll expected to rise in Haiti after destructive Hurricane Matthew,Haiti USA
ID_783714732712787968,RT @Daily_Express: #Hurricane #Matthew death toll latest: 17 dead - 4 in Dominican Republic and 13 in Haiti,Dominican Republic Haiti
ID_783714852401475584,"Hurricane Matthew Leaves Catastrophic Devastation in Haiti, Cuba; 11 Deaths #WEATHER #ENVIRONMENT #CLIMATE #NATURE",Cuba Haiti
ID_783715226436984832,All Americans MUST LOVE ISRAEL - and now news Death toll expected to rise in Haiti after destructive Hurricane Matt,Haiti ISRAEL
ID_783716447423987712,"Hurricane Matthew Slams Haiti: Footage of Damage, Roofs Ripped Off Build",Haiti
ID_783717380228648960,Hurricane Matthew Strikes Haiti - How You Can Help - The Christian Relief Fund,Haiti
ID_783718001799417856,Hurricane Matthew killed at least 11 people in Haiti before it barreled north toward the Bahamas. Florid #NPR,Bahamas Haiti
ID_783718093268852736,RT @JakobJohnston: Haitis emergency operations center lacks generators or satellite phones. Building gov capacity is essential. .,
ID_783718193143672832,Hurricane Matthew warning to Florida EC; Conditions Deteriorating in Bahamas #WEATHER #ENVIRONMENT #CLIMATE #NATURE,Bahamas Florida
ID_783718442155343872,Want to Help Haiti in Hurricane Matthew’s Aftermath? Look to @povertycure partners @AndrewVput,Haiti
ID_783720877456261120,"1,000s have lost homes, corn & banana crops are flattened & livestock swept away. Pls help #Haiti #HurricaneMatthew",Haiti
ID_783720949073915904,"RT @CNNnews18: Four deaths have been reported in the Dominican Republic, where officials said 200 homes were damaged.",Dominican Republic
ID_783721382886584320,Death toll expected to rise in Haiti after destructive Hurricane Matthew: Hurricane Matthew leaves the worst,Haiti
ID_783722573033041920,Hurricane Matthew: 1000s displaced in Haiti Surely it is time to vacate island & leave it to nature? #AfricaUnite,Haiti
ID_783723221312872448,Looking to help Hurricane survivors? Heres how you can help those affected by Hurricane Matthew in Haiti -,Haiti
ID_783723315076530176,"We Were Already In A Cholera Crisis; Hurricane Pummels Haiti, Heads North: Hurricane Matthew killed at leas",Haiti
ID_783723432370315264,Hurricane Matthew is the first category 4 storm to hit Haiti in 52 years! #HurricaneMatthew #donate #disasterrelief,Haiti
ID_783724793799577600,RT @TSAHope: Salvation Army Ready for Disaster Relief in Haiti via @Salvationist,Haiti
ID_783725602826252288,Where are all the movie stars that help everybody in the world with catastrophes-where are they? Could you please help these people?,
ID_783726516630720512,RT @BreakingNewsHQ1: #BREAKING: The Haiti embassy has reported 5 deaths from the Hurricane Matthew,Haiti
ID_783726603113271296,The amount of emails asking for donations that Ive gotten since the hurricane hit Haiti is incredible,Haiti
ID_783730599911579648,"Hurricane Matthew has Windsorites worried about Haiti: Hurricane Matthew left 11 people dead, five in Haiti a",Haiti
ID_783731003567243264,Please support the @LT_Haiti mission base that was damaged by #HurricaneMatthew,
ID_783731069157797888,Please consider donating to @PIH to help Haiti recover: .,Haiti
ID_783732026926960640,"RT @breakingstorm: Embassy of Haiti in Washington, DC, confirms 5 Hurricane Matthew-related deaths on island",Haiti Washington
ID_783732334004756480,"PORT-AU-PRINCE, Haiti (AP) -- Haiti electoral council postpones Sundays presidential election because of damage from Hurricane Matthew .",Haiti
ID_783734918299914240,"Hurricane Matthew-11 people die in Caribbean, includes 7 in Haiti, death toll seen rising, maybe 10,000 in shelters",Haiti
ID_783735650826620928,"Donations needed for Haiti in wake of Hurricane Matthew: Bottled water, non-perishable food items and supplies can",Haiti
ID_783736175710314496,"RT @CBCNews: Hurricane Matthew moves toward Bahamas, leaving at least 5 dead in Haiti",Bahamas Haiti
ID_783738139969978368,RT @akemor: #Haiti: At Least 11 Dead; Hardest Hit Areas Inaccessible; Cholera Outbreak Worsens #Matthew #HurricaneMatthew,Haiti
ID_783739930128318464,Help rebuild Haiti ! No donation is too small. Click the link to donate Ὁ9ὉB,Haiti
ID_783740287755497472,"RT @SarahBellee17: Hurricane Matthew is causing flooding,deaths, and destroyed homes in Haiti right now. Please continue to pray.",Haiti
ID_783741473950957568,Miami Gardens residents & businesses proactively assisting Haiti. Hurricane Matthew Relief,Haiti Miami
ID_783746165477023744,"RT @maburg512: SC orders 1Mil to evacuate. Meanwhile, #Matthew pummels Haiti, still recovering from a terrible 2010 earthquake",Haiti
ID_783747771706867712,"After battering Haiti, Hurricane Matthew hits the Bahamas #rescue #rescue360 #firefighter #fireservice #roperescue",Bahamas Haiti
ID_783749514460925952,RT @fbnewswire: US Marines head for Haiti to help disaster relief effort in wake of Hurricane #Matthew,Haiti
ID_783750547564355584,"Hurricane Matthew Leaves Catastrophic Devastation in Haiti, Pounds Parts of Cuba; 11 Deaths | The Weather Channel",Cuba Haiti
ID_783751406373265408,@PrisonPlanet @infowars Off topic 12 ppl killed in Haiti by hurricane Mathew is more blood on HRC Hands stealing the 10 Billion in donations,Haiti
ID_783751803380924416,Hurricane Mathew Relief for Haiti,Haiti
ID_783752092322332672,RT @YahooNews: Hurricane Matthew has killed at least 17 people in Haiti and the Dominican Republic,Dominican Republic Haiti
ID_783752189504200704,Hurricane Matthew powers toward the Bahamas and Floridas eastern coast after battering Haiti and Cuba with torrential rains and kill,Bahamas Cuba Floridas eastern Haiti
ID_783754133237030912,"#HurricaneMatthew pounded #Haiti Death Toll from #Hurricane has reached 11 Matthew damaged roads , bridges & phone lines",Haiti
ID_783757502718500864,Thoughts with Haiti as death toll from hurricane Matthew reach 17. ὡE,Haiti
ID_783757902179930112,The impact of Hurricane Matthew on the country of Haiti has been profound. Centre St Vincent Pour Enfants,Haiti
ID_783759347205697536,#Haiti The World Food Programme @WFP mobilizing staff and resources to provide assistance after #HuricaneMatthew @UN,Haiti
ID_783761777913835520,"Hurricane Matthew kills 11 as it slams into Bahamas: Powerful storm continues its march through the Caribbean after pummelling Haiti,",Bahamas Haiti
ID_783763373993230336,At least five people killed! Haiti cleans up from Hurricane Matthew as storm eyes Bahamas via @nbcnews,Bahamas Haiti
ID_783763641912864768,Hurricane Matthew Devastates Haiti; Red Cross Gets Ready for Massive Relief Operation along East Coast: WASHI,Haiti
ID_783764544300515328,Dont worry people of Haiti @HillaryClinton can help with the hurricane relief #ClintonFoundation ὠ9,Haiti
ID_783765009046175744,"States of emergency declared in 4 states after Hurricane Matthew batters Cuba, Haiti: A boy walks, #emergency",Cuba Haiti
ID_783765758216024064,Remember do not send donations to #ClintonFoundation bc the #Haitians wont get the money. Find a real charitable organization to donate to.,
ID_783766016522199040,"Hurricane response in Haiti slowed by blocked roads, floods, power outages",Haiti
ID_783767017308295168,"DONATE! Support Haiti post Hurricane Matthew. Accepting monetary donations, medication, hygienic items & toiletries.",Haiti
ID_783768714260811776,Headwaters Volunteers to Support Haiti Following Hurricane Matthew,Haiti
ID_783768863733350400,#Haiti needs help. #HaitiMatthew,Haiti
ID_783769638307934208,#hurricanematthew is going to have its way with multiple states. Please donate to the Red Cross.,
ID_783770311422509056,Heres how you can donate #Haiti #HurricaneMatthew #LoveLivesHere,Haiti
ID_783770397003034624,"#TheNewsClub Update: Hurricane Matthew blamed for 25 deaths, officials say; 19 in Haiti, 4 in Dominican Republic, 1",Dominican Republic Haiti
ID_783770666998730752,Venezuela Sends Humanitarian Aid to Haiti after Hurricane Matthew,Haiti Venezuela
ID_783770822108413952,RT @MusicForRelief: Thanks @JoeComposer! Donations made will help provide immediate. Please visit to give. /,
ID_783772105426898944,Be careful sending Hurricane Matthew relief donations to survivors of Haiti. The Bill & Hill show may see fit to grab it 4 their foundation.,Haiti
ID_783772478820581376,"RT @water_mission: Help make #HurricaneMatthew assessment, mobilization, and response possible in #Haiti. Give today:",Haiti
ID_783772704100982784,At 10 with Simon - Rescue workers in Haiti try to reach survivors of a huge hurricane.,Haiti
ID_783773548292743168,"We Were Already In A Cholera Crisis; Hurricane Pummels Haiti, 11 dead, damage still impossible to assess.",Haiti
ID_783773868284518400,Were not prepared for this kind of catastrophe. Haiti faces humanitarian crisis after Hurricane Matthew floods homes & knocks out power:,Haiti
ID_783774295914872832,"#Breaking Hurricane Matthew kills at least 25, bears down on Bahamas, U.S Read More :",Bahamas U.S
ID_783774312348123136,"Florida relief agencies pulled apart by Hurricane Matthew as they help Haiti, Cuba, Jamaicaand Florida @usatoday",Cuba Florida Haiti
ID_783776041366065152,Take some time to donate a $1 to organizations helping Haiti! Hurricane Matthew threatens to resurface the cholera outbreak!,Haiti
ID_783776954562457600,"RT @nbc6: UPDATE: Death toll from Hurricane #Matthew reaches 25, most deaths occurred in Haiti:",Haiti
ID_783777665580867584,"Hurricane aftermath video shot by staff at our school in Bossier, Haiti. We lost a lot of beach and some",Bossier Haiti
ID_783778940838027264,#GlobalMedic preparing to send team to #Haiti to assist with #Hurricane Relief efforts #cdnpoli #Canada #TOpoli #ONpoli #HurricaneMatthew,Canada Haiti
ID_783780332839444480,Haiti not yet able to gauge effect of #HurricaneMatthew where less powerful storms have killed thousands.,Haiti
ID_783780933090541568,Pls go 2 Food For The Poor website. Fire/police depts will take donations n take them 2 FFTP. AVOID RED CROSS/CLINTON FDTN #HaitiMatthew,
ID_783781092155195392,Hurricane Matthew leaves major damage to orphanage in Haiti - YouTube,Haiti
ID_783784482541277184,"RT @wesgay: If youre giving money for #Haiti hurricane relief, give to trusted orgs. Millions given after the earthquake never made it to",Haiti
ID_783784707066630144,RT @GwenGraham: Almost the entire state is now under a hurricane warning or tropical storm watch. Dont wait. Prepare now.,
ID_783784839027822592,Flood Destroys Vital Bridge in Haiti From The Weather Channel iPhone App.,Haiti
ID_783785527300362240,"US military sending up to 200 troops to Haiti for Hurricane Matthew relief efforts, head of US Navys southern command says",Haiti US
ID_783785848840019968,Aid teams try to reach areas in Haiti pounded by hurricane via @WSJ,Haiti
ID_783786007258800128,RT @BrettHagler: We just launched the Silicon Valley Relief for Haiti initiative: #SV4HAITI,Haiti Silicon Valley
ID_783786213610254336,"US is sending 150-200 troops, 9 helos to help w/ Hurricane Matthew response in Haiti, SOUTHCOM commander says",Haiti US
ID_783788611753902080,@HangEmHigh69 #TrumpPence16 Clinton Foundation accepting donations for Haiti Hurricane relief,Haiti
ID_783792679830249472,RT @tspoon87: Foor For The Poor supports Haitis hurricane relief. support Haiti by giving what you can at /,Haiti Haitis
ID_783795118071386112,"At least 350,000 in need of immediate assistance after Hurricane Matthew strikes Haiti",Haiti
ID_783795787889188864,Haiti: U.S. Government Actions and Assistance for Countries Affected by Hurricane Matthew #Haiti,Haiti U.S.
ID_783798818907140096,Please help the prople of Haiti! Hurricane Matthew strikes Caribbean - @CatholicRelief,Haiti
ID_783799530424709120,Consider donating to our Ministry Partner Open Door Haiti for Haiti Hurricane Relief.,Haiti
ID_783800614337777664,Hurricane Matthew: Three Ways You Can Help Children in Haiti @unicefusa,Haiti
ID_783801657884835840,RT @PTouchton2036: Purchase your own limited edition Haiti Hurricane Relief shirts @BonfireFunds #HurricaneMatthew,Haiti
ID_783802181682012160,"#floridanow #Matthew Leaves Catastrophic Devastation in Haiti, Cuba; 11 Deaths Blamed on Storm @weatherchannel",Cuba Haiti
ID_783802633408557056,"If you want to help people affected by the hurricane in Haiti, this is the charity we support. Exceptional people!",Haiti
ID_783802718204915712,RT @CRFtweets: Our team is on the ground in Haiti helping victims of Hurricane Matthew! Find out more here:,Haiti
ID_783803775702011904,"RatedBama just posted Haiti Costal Town Destroyed by Hurricane Matthew, read it here:",Haiti
ID_783804015075295232,"Were leading an emergency clean water response for #hurricane affected families in #Haiti. To support, please visit",Haiti
ID_783805039957663744,#Matthew blamed for almost a dozen deaths across the region.,
ID_783806615879245824,"HURRICANE TRACKER: Matthew batters Haiti, hits the Bahamas; at least 11 deaths reported via @wjhl11",Bahamas Haiti
ID_783806919198650368,"RT @Gayhooters: News Report: Hurricane Matthew kills hundreds in Haiti Former Hurricane Ray Lewis: Damn, hope he gotta buddy to do the tim",Haiti
ID_783807106419793920,"RT @TWLOHA: If youd like to assist @UNICEFs hurricane relief efforts in Haiti, consider donating here: .",Haiti
ID_783807396728541184,"After battering Haiti, Hurricane Matthew hits the Bahamas: At least 11 deaths were blamed on the powerful sto",Bahamas Haiti
ID_783807451946684416,NEWS: USAID announces additional $1 million in humanitarian assistance for Haiti hurricane relief: #HurricaneMatthew,Haiti
ID_783808212705406976,RT @News12WC: Salesian Mission seeks Haiti relief donations,Haiti
ID_783808266195263488,Haiti Costal Town Destroyed by Hurricane Matthew: The hurricane is expected to hit the Florida coast next.,Florida Haiti
ID_783808527047364608,For all of you asking how you can help. Hurricane Matthew Relief ::: Northwest Haiti Christian Mission.,Haiti
ID_783808545703591936,Haiti Costal Town Destroyed by Hurricane Matthew,Haiti
ID_783808594751860736,"After severe (but as yet,largely untold) damage in #Haiti & #Cuba,strengthening #HurricaneMatthew threatens widespread Florida impacts.#FLwx",Cuba Florida Haiti
ID_783809432580820992,What are Haitis humanitarian needs after Hurricane Matthew?: By Sebastien Malo NEW YORK (Thomson Reu (Yahoo),NEW YORK
ID_783810763097899008,"Matthew Leaves at Least 5 Dead in Haiti, Cholera Surge Feared",Haiti
ID_783810937429958656,RT @dbienaime: Hurricane Matthew Death Toll: Deadly Storm Kills In #Haiti And Other Caribbean Nations -,Haiti
ID_783811117017604096,#BET [#411Sports] Haiti Costal Town Destroyed by Hurricane Matthew #sports #entertainment,Haiti
ID_783811307996786688,#hiphop #jewelry Haiti Costal Town Destroyed by Hurricane Matthew: The hurrica #bling,Haiti
ID_783811512414638080,please consider donating to help haiti recovery from the hurricane. any little bit will help rebuild homes:,haiti
ID_783812306073292800,Hurricane Matthew has left Haiti but not without causing significant damage. The crops in Terre Blanche and the,Haiti Terre Blanche
ID_783812994161520640,RT @CBCAlerts: The number of deaths in Haiti blamed on Hurricane Matthew has doubled to at least 10: AP,Haiti
ID_783813254778789888,Hurricane Matthews toll: 19 dead in Haiti; widespread damage - Breitbart,Haiti
ID_783813563039174656,Haiti hit hard by Hurricane Matthew: Analyze Laguerre stands inside her home damaged by Hurricane Matthew in,Haiti
ID_783813717414797312,ThankYouBernie: OBAMAS MESSAGE TO AMERICANS RE: HURRICANE MATTHEW: GO TO USAID TO DONATE TO HAITI HAGOODMANAU,HAITI
ID_783813918682603520,RT @NBCNews: Watch a man get rescued from floods in Haiti after heavy rains from Hurricane Matthew,Haiti
ID_783814167975178240,Hurricane Matthew hits the Bahamas as Haiti tries to dig out: Rescue workers in Haiti struggled to reach isol,Bahamas Haiti
ID_783814434024067072,RT @ABC7News: Local volunteers work to help people of Haiti after #HurricaneMatthew @ABC7Q,Haiti
ID_783817697490460672,The Latest: Deaths blamed on storm in Haiti double to 10: MIAMI (AP) — The Latest on Hurricane Matthew and Tr,Haiti MIAMI
ID_783817856802775040,Hurricane Matthew hits the Bahamas as Haiti tries to dig out #rescue #rescue360 #fireservice #searchandrescue #fir,Bahamas Haiti
ID_783819969171628032,12 people in haiti have already died and hundreds could lose their homes after this. but okay cry about your homecoming yankees,haiti
ID_783820941721759744,At least 5 dead in Haiti after Hurricane Matthew ripped through the country as a Category 4 storm pa: via,Haiti
ID_783821585287352320,Hurricane Matthew kills 26 in Caribbean on destructive path to U.S.,U.S.
ID_783822085730607104,Volunteers from Anderson County on mission trip in Haiti during hurricane: (WKYT) - Volunteers from Fox Creek,Anderson County Fox Creek Haiti
ID_783823170063200256,Samaritan’s Purse Staff on Ground in Haiti Ahead of Emergency Supplies (Hurricane Matthew) - via @ChristianBlogR,Haiti
ID_783823471348445184,"Pls make donations to orgs. that will get the money to where it is needed, unlike what happened after the earthquake! #HurricaneRelief",
ID_783824111491481600,Some early views of damage. PHOTOS: Hurricane #Matthews destructive path through #Haiti @pritheworld,Haiti
ID_783825289759559680,RT @onlythisaddress: Dame Marie destroyed by hurricane #MatthewHaiti #HurricaneMatthew #Haiti,Dame Marie Haiti
ID_783826534381543424,US Military Deploys Relief Mission to Haiti After Hurricane Matthew,Haiti US
ID_783826985525141504,RT @MeghanWJZ: Local relief groups respond to Hurricane Matthews devastation in Haiti @cbsbaltimore #wjz,Haiti
ID_783827053543985152,U.S. allocates $1 mn in additional aid to Haiti after Hurricane Matthew: The United States announced Wednesda,Haiti United States
ID_783827703615094784,"My cousin was just deployed to Haiti to help rebuild and handle the emergency situation after Hurricane Matthew, the situation is pretty bad",Haiti
ID_783827736338964480,Relief work under way in Haiti,Haiti
